Time,Iteration,Cost,Parameters
  2.23103279  1.70691404  2.34852574  2.87120393  1.6277617   1.68375825
 -1.93108884 -2.17801527  1.2759217 ]
Sun Nov 24 03:42:05 2024,1356,0.02187793608189584,[-2.99450687  2.31500656 -2.18705246 -0.16584318  0.56739938 -2.77823925
  3.14859035  2.11802081  1.01126455 -0.9780236   0.68243001  0.93718838
  1.33168731 -1.93011928  1.074976    2.9114946  -0.3859101  -0.35933128
 -1.91895491  0.88760931  1.79479521  2.71575887 -1.11195404 -0.34978879
 -2.45147381 -2.19282422  3.14611981  2.44704049 -0.74773686 -2.83754905
  1.44521817 -0.01596401 -2.38922136  2.20761558  1.50805331 -0.61424692
  0.93181528 -1.51898    -0.42024941  2.46327914 -0.02800747  0.69602783
  2.84434719  1.01440691  3.07351755  2.96718789  2.89708675 -2.82413494
  0.05011072 -0.3144295   1.44957721  2.77686739 -0.44391416 -2.31711678
  2.42303659 -3.09201152  0.72446225 -0.60805738 -1.88491111  2.66145447
 -1.84064867 -1.68053415 -2.52609449  2.14252427 -2.21657634  2.18704538
  2.2324445   1.70550234  2.34993744  2.87261564  1.62634999  1.68516996
 -1.92967714 -2.17660357  1.27451   ]
Sun Nov 24 03:53:02 2024,1357,0.023101504777870586,[-2.99280266  2.31671077 -2.18875667 -0.16754739  0.56910359 -2.77653503
  3.15029456  2.1163166   1.00956034 -0.97631939  0.68413422  0.93548417
  1.32998309 -1.92841507  1.07327179  2.90979039 -0.38761431 -0.36103549
 -1.92065913  0.88931352  1.793091    2.71746308 -1.11365825 -0.351493
 -2.45317802 -2.19112001  3.1444156   2.4487447  -0.74944107 -2.83925326
  1.44351396 -0.0142598  -2.38751715  2.20931979  1.5063491  -0.61595113
  0.93351949 -1.52068421 -0.42195362  2.46157492 -0.02971169  0.69432361
  2.84264297  1.0127027   3.07522176  2.96548367  2.89538254 -2.82243073
  0.05181493 -0.31272529  1.45128142  2.77516317 -0.44561837 -2.31882099
  2.4247408  -3.09371574  0.72275804 -0.60635317 -1.8832069   2.66315868
 -1.83894446 -1.68223836 -2.52439028  2.14422848 -2.21487213  2.18874959
  2.23414871  1.70720655  2.35164165  2.87431985  1.62805421  1.68346575
 -1.93138135 -2.17830778  1.27621421]
Sun Nov 24 04:04:01 2024,1358,0.02271738526306288,[-2.99255561  2.31646373 -2.18850963 -0.16730035  0.56885655 -2.77678207
  3.15004752  2.11606956  1.00980738 -0.97656643  0.68388718  0.93523713
  1.33023014 -1.92816803  1.07351883  2.90954335 -0.38736727 -0.36078845
 -1.92090617  0.88906648  1.79333804  2.71721604 -1.11390529 -0.35174004
 -2.45342506 -2.19136705  3.14466264  2.44899175 -0.74968811 -2.83900622
  1.443761   -0.01450684 -2.38776419  2.20907275  1.50659614 -0.61570409
  0.93376653 -1.52093125 -0.42220067  2.46132788 -0.02995873  0.69457065
  2.84289002  1.01245566  3.07497472  2.96523663  2.89562958 -2.82218369
  0.05156789 -0.31297233  1.45103438  2.77541021 -0.44537133 -2.31857395
  2.42449376 -3.09346869  0.72300508 -0.60610613 -1.88345394  2.66340572
 -1.8391915  -1.68199132 -2.52463732  2.14398144 -2.21511917  2.18899663
  2.23390167  1.70695951  2.35139461  2.87407281  1.62830125  1.6832187
 -1.93162839 -2.17806074  1.27646125]
Sun Nov 24 04:14:52 2024,1359,0.0221269981236658,[-2.99076139  2.31466951 -2.19030385 -0.16550613  0.57065078 -2.77498785
  3.1482533   2.11427533  1.00801315 -0.97477221  0.68568141  0.93344291
  1.33202436 -1.92637381  1.0717246   2.91133757 -0.38557304 -0.36258267
 -1.92270039  0.88727226  1.79513226  2.71901026 -1.11211107 -0.35353427
 -2.45521929 -2.18957283  3.14645686  2.45078597 -0.75148234 -2.84080045
  1.44555522 -0.01630106 -2.38596997  2.20727853  1.50480192 -0.61390987
  0.93556075 -1.52272548 -0.42040644  2.46312211 -0.0281645   0.69277643
  2.84109579  1.01066143  3.07318049  2.96703086  2.89383536 -2.82038947
  0.04977367 -0.3111781   1.44924016  2.77361599 -0.4435771  -2.32036817
  2.42269954 -3.09167447  0.72121086 -0.60790035 -1.88524816  2.66519994
 -1.84098573 -1.68019709 -2.52284309  2.14577567 -2.21691339  2.19079085
  2.23210744  1.70875373  2.35318884  2.87227858  1.63009547  1.68501293
 -1.93342262 -2.17985496  1.27825547]
Sun Nov 24 04:25:52 2024,1360,0.02238206728520658,[-2.99092392  2.31483204 -2.19014132 -0.16566866  0.57048825 -2.77482532
  3.14841583  2.1141128   1.00785063 -0.97460968  0.68551888  0.93328038
  1.33218689 -1.92621128  1.07156208  2.91117504 -0.38573557 -0.36242014
 -1.92253786  0.88743478  1.79529479  2.71884773 -1.11227359 -0.3536968
 -2.45505676 -2.1894103   3.14629434  2.45062344 -0.75131981 -2.84063792
  1.44571775 -0.01613853 -2.38580744  2.20744105  1.50496445 -0.61374734
  0.93539823 -1.52256295 -0.42024391  2.46295958 -0.02800197  0.6926139
  2.84125832  1.01082396  3.07301796  2.96686833  2.89399789 -2.82022694
  0.04961114 -0.31134063  1.44940269  2.77345346 -0.44341457 -2.32020565
  2.42253701 -3.091837    0.72137339 -0.60806288 -1.88541069  2.66536247
 -1.8408232  -1.68035962 -2.52268057  2.14561314 -2.21707592  2.19095338
  2.23194491  1.7085912   2.35335136  2.87244111  1.62993294  1.68517546
 -1.93358515 -2.18001749  1.278418  ]
Sun Nov 24 04:36:47 2024,1361,0.021977346414430814,[-2.99020176  2.3155542  -2.18941916 -0.16494649  0.56976608 -2.77410316
  3.14913799  2.11339064  1.00857279 -0.97388752  0.68624104  0.93255822
  1.33146473 -1.92548912  1.07083991  2.91045288 -0.38645773 -0.3631423
 -1.9218157   0.88671262  1.79457263  2.71812557 -1.11155143 -0.35297463
 -2.4543346  -2.19013246  3.14557217  2.4513456  -0.75204197 -2.84136008
  1.44643991 -0.0168607  -2.38508527  2.20671889  1.50424229 -0.6144695
  0.93612039 -1.52184079 -0.41952175  2.46368174 -0.02872414  0.69189174
  2.84198048  1.01154613  3.0722958   2.96614616  2.89327573 -2.81950477
  0.04888898 -0.3120628   1.45012485  2.77417562 -0.44413674 -2.31948348
  2.42181485 -3.09111484  0.72065122 -0.60878505 -1.88613285  2.66464031
 -1.84010103 -1.68108178 -2.5219584   2.14489097 -2.21779809  2.19023122
  2.23266708  1.70931336  2.3526292   2.87171895  1.62921078  1.68589762
 -1.93286298 -2.17929533  1.27914016]
Sun Nov 24 04:47:51 2024,1362,0.022280654363120263,[-2.98912854  2.31448098 -2.19049238 -0.16387327  0.56869287 -2.77517638
  3.15021121  2.11231742  1.00964601 -0.97496073  0.68516782  0.93363143
  1.33039151 -1.92656234  1.06976669  2.9115261  -0.38753095 -0.36421552
 -1.92074248  0.88778584  1.79564585  2.71705235 -1.11047821 -0.35190141
 -2.45326138 -2.18905924  3.14664539  2.45241882 -0.75311519 -2.8424333
  1.44536669 -0.01578748 -2.38615849  2.20779211  1.50531551 -0.61339628
  0.93719361 -1.52076757 -0.42059497  2.46260852 -0.02765092  0.69296496
  2.8430537   1.01047291  3.07336902  2.96507295  2.89434895 -2.81843156
  0.04781576 -0.31098958  1.44905163  2.77524884 -0.44306352 -2.3205567
  2.42288806 -3.09218806  0.71957801 -0.60771183 -1.88505963  2.66356709
 -1.84117425 -1.682155   -2.52088518  2.14381776 -2.21672487  2.189158
  2.2337403   1.71038658  2.35370242  2.87279217  1.630284    1.68697084
 -1.93178976 -2.17822211  1.28021338]
Sun Nov 24 04:58:49 2024,1363,0.022286739626024805,[-2.98936707  2.31424245 -2.19073092 -0.16411181  0.5689314  -2.77541491
  3.14997267  2.11207889  1.00940747 -0.97519927  0.68540636  0.9333929
  1.33063004 -1.9263238   1.06952816  2.91128757 -0.38776949 -0.36445406
 -1.92098102  0.88802437  1.79540731  2.71729089 -1.11023968 -0.35213995
 -2.45302284 -2.18882071  3.14688393  2.45265736 -0.75335372 -2.84267183
  1.44512816 -0.01602601 -2.38639703  2.20755358  1.50507697 -0.61363482
  0.93695507 -1.52052903 -0.42035644  2.46236999 -0.02788945  0.69320349
  2.84281517  1.01071144  3.07313049  2.96483441  2.89411041 -2.81819302
  0.04805429 -0.31075104  1.44929016  2.77548738 -0.44282498 -2.32079524
  2.4231266  -3.09194952  0.71933947 -0.60795036 -1.8848211   2.66332856
 -1.84141279 -1.68191647 -2.52112372  2.14405629 -2.2169634   2.18891947
  2.23397883  1.71014805  2.35394096  2.8730307   1.63052253  1.6867323
 -1.9320283  -2.17846064  1.27997485]
Sun Nov 24 05:09:44 2024,1364,0.022716207608166714,[-2.9862163   2.31109167 -2.19388169 -0.16726258  0.56578063 -2.77856569
  3.1468219   2.11522966  1.0062567  -0.97835004  0.68225558  0.93654368
  1.33378082 -1.92317303  1.06637738  2.91443834 -0.38461871 -0.36130328
 -1.92413179  0.89117515  1.79225654  2.72044166 -1.1070889  -0.35529072
 -2.45617362 -2.19197148  3.14373315  2.45580813 -0.7565045  -2.84582261
  1.44827893 -0.01287524 -2.3895478   2.21070435  1.50822775 -0.61678559
  0.94010585 -1.51737826 -0.42350721  2.46552076 -0.02473868  0.69005272
  2.84596594  1.01386222  3.07628126  2.96168364  2.89095964 -2.8213438
  0.04490352 -0.30760027  1.44613939  2.77863815 -0.44597576 -2.32394601
  2.41997582 -3.08879875  0.7161887  -0.60479959 -1.88797187  2.66647933
 -1.84456356 -1.68506724 -2.51797294  2.14090551 -2.22011418  2.19207024
  2.2371296   1.71329882  2.35079018  2.86987993  1.63367331  1.68988308
 -1.93517907 -2.18161142  1.28312562]
Sun Nov 24 05:20:39 2024,1365,0.02201377379367107,[-2.98458596  2.30946133 -2.19225135 -0.16563225  0.56741096 -2.78019602
  3.14845223  2.11359933  1.00462636 -0.97671971  0.68062524  0.93491334
  1.33541115 -1.92154269  1.06474705  2.91606868 -0.38298838 -0.36293362
 -1.92250146  0.89280549  1.79388687  2.722072   -1.10545857 -0.35692106
 -2.45780395 -2.19034114  3.14536349  2.45743847 -0.75813483 -2.84419227
  1.44990927 -0.01450557 -2.38791747  2.20907402  1.50659741 -0.61515526
  0.94173618 -1.51574792 -0.42513755  2.46389042 -0.02636901  0.68842238
  2.84433561  1.01549255  3.0779116   2.9600533   2.8893293  -2.82297413
  0.04653385 -0.3092306   1.44450905  2.77700782 -0.44434542 -2.32231568
  2.41834549 -3.09042908  0.71455836 -0.60316925 -1.88960221  2.66484899
 -1.84293323 -1.68343691 -2.51634261  2.13927518 -2.22174451  2.19370058
  2.23875994  1.71492916  2.34915984  2.87151026  1.63530364  1.69151341
 -1.93680941 -2.18324175  1.28149529]
Sun Nov 24 05:31:38 2024,1366,0.022244240452424516,[-2.98424944  2.30979786 -2.19191483 -0.16596877  0.56774748 -2.78053255
  3.14878876  2.1132628   1.00496288 -0.97705623  0.68096177  0.93457682
  1.33507463 -1.92120617  1.06508357  2.9164052  -0.38265185 -0.36259709
 -1.92283798  0.89246896  1.79355035  2.72240852 -1.10579509 -0.35725758
 -2.45814048 -2.19067767  3.14570001  2.45777499 -0.75779831 -2.8445288
  1.44957275 -0.0148421  -2.38825399  2.20941054  1.50693393 -0.61481873
  0.94207271 -1.5154114  -0.42480102  2.4635539  -0.02670554  0.68808586
  2.84467213  1.01515603  3.07757507  2.95971678  2.88966582 -2.82263761
  0.04619733 -0.30889408  1.44484558  2.77667129 -0.44468194 -2.32197915
  2.41868201 -3.09076561  0.71489488 -0.60283273 -1.88993873  2.66518552
 -1.8425967  -1.68310038 -2.51667913  2.13893866 -2.22140799  2.1940371
  2.23842342  1.71459264  2.34882332  2.87117374  1.63564017  1.69117689
 -1.93647289 -2.18357828  1.28183181]
Sun Nov 24 05:43:02 2024,1367,0.022436240980761864,[-2.9838911   2.3101562  -2.19155649 -0.16561043  0.56738914 -2.78017421
  3.14843041  2.11290446  1.00460454 -0.97669789  0.68060343  0.93493516
  1.33471629 -1.92084782  1.06544191  2.91676354 -0.38229351 -0.36295544
 -1.92319632  0.8928273   1.79319201  2.72276686 -1.10543675 -0.35689924
 -2.45778214 -2.19103601  3.14534167  2.45813333 -0.75743997 -2.84488714
  1.44993109 -0.01448375 -2.38861233  2.20976888  1.50729228 -0.61446039
  0.94171436 -1.51505306 -0.42444268  2.46319556 -0.0263472   0.6884442
  2.84431379  1.01551437  3.07721673  2.96007512  2.89002417 -2.82227927
  0.04583899 -0.30853574  1.44520392  2.77702964 -0.44504029 -2.32162081
  2.41904035 -3.09040726  0.71453654 -0.60319107 -1.88958039  2.66482718
 -1.84223836 -1.68274204 -2.51703747  2.139297   -2.22104965  2.19439544
  2.23806508  1.71423429  2.34918166  2.8708154   1.63528183  1.69153523
 -1.93611454 -2.18393662  1.28147347]
Sun Nov 24 05:53:59 2024,1368,0.0208435821134051,[-2.98597869  2.30806861 -2.19364408 -0.16352284  0.56947673 -2.78226179
  3.14634283  2.11081687  1.00669213 -0.9746103   0.68269101  0.93284757
  1.3326287  -1.91876023  1.06335432  2.91467595 -0.38020592 -0.36086785
 -1.92110873  0.89491489  1.7952796   2.72067927 -1.10334916 -0.35481165
 -2.45986972 -2.18894842  3.14325408  2.45604574 -0.75952756 -2.84279955
  1.45201868 -0.01657134 -2.39069992  2.20768129  1.50937986 -0.61654798
  0.93962677 -1.51714064 -0.42235509  2.46528315 -0.02425961  0.68635661
  2.8422262   1.01760196  3.07512914  2.96216271  2.89211175 -2.82019168
  0.0437514  -0.31062333  1.44729151  2.77911723 -0.44712788 -2.3237084
  2.41695276 -3.09249485  0.71244895 -0.60527866 -1.89166798  2.66273959
 -1.84015077 -1.68482963 -2.51494988  2.14138459 -2.21896206  2.19648303
  2.24015266  1.7121467   2.34709407  2.87290299  1.63736942  1.68944764
 -1.93820213 -2.18184903  1.27938588]
Sun Nov 24 06:04:58 2024,1369,0.023162722756430148,[-2.98441369  2.30650362 -2.19207909 -0.16508783  0.57104172 -2.78382679
  3.14477783  2.10925188  1.00825712 -0.97304531  0.68425601  0.93128258
  1.3310637  -1.91719524  1.06491932  2.91624095 -0.37864093 -0.35930286
 -1.92267372  0.8933499   1.79684459  2.71911428 -1.10178417 -0.35324666
 -2.46143472 -2.19051341  3.14168909  2.45761074 -0.75796257 -2.84436454
  1.45358367 -0.01813634 -2.38913493  2.2061163   1.51094486 -0.61811297
  0.93806178 -1.51870564 -0.42392008  2.46684814 -0.02269461  0.68479162
  2.84379119  1.01603697  3.07356415  2.9637277   2.89054676 -2.81862668
  0.04218641 -0.31218832  1.44572652  2.77755223 -0.44869287 -2.32214341
  2.41851776 -3.09405984  0.71401394 -0.60371367 -1.89010299  2.66117459
 -1.84171576 -1.68326464 -2.51651488  2.14294958 -2.21739707  2.19491804
  2.24171766  1.7137117   2.34865907  2.87446798  1.63893441  1.69101264
 -1.93663714 -2.18341402  1.27782089]
Sun Nov 24 06:16:25 2024,1370,0.022098284648470298,[-2.98443296  2.30652288 -2.19205982 -0.16506857  0.57106099 -2.78384605
  3.1447971   2.10927115  1.00823786 -0.97306457  0.68423674  0.93130184
  1.33104444 -1.91717598  1.06493858  2.91622168 -0.37866019 -0.35928359
 -1.92265446  0.89336917  1.79686386  2.71913355 -1.1017649  -0.35326593
 -2.46145398 -2.19049415  3.14170835  2.45759147 -0.7579433  -2.84434527
  1.4535644  -0.0181556  -2.3891542   2.20613557  1.51092559 -0.61809371
  0.93804252 -1.51868637 -0.42393935  2.46686741 -0.02271388  0.68481089
  2.84377192  1.0160177   3.07354488  2.96370844  2.8905275  -2.81864595
  0.04216714 -0.31216905  1.44574578  2.7775715  -0.4486736  -2.32216267
  2.41849849 -3.09407911  0.71399468 -0.60373293 -1.89008372  2.66119386
 -1.84173503 -1.68324537 -2.51653414  2.14293031 -2.2173778   2.19493731
  2.24173692  1.71369243  2.34867833  2.87444871  1.63891514  1.6910319
 -1.93665641 -2.18339476  1.27784015]
Sun Nov 24 06:27:20 2024,1371,0.020455424377195858,[-2.98370584  2.30579576 -2.1913327  -0.16579569  0.57033387 -2.78311893
  3.14406998  2.10854402  1.00896498 -0.97233745  0.68350962  0.93202897
  1.33031732 -1.9179031   1.06421146  2.9169488  -0.37793307 -0.35855647
 -1.92338158  0.89409629  1.79759098  2.71986067 -1.10103778 -0.3525388
 -2.46218111 -2.18976702  3.14098123  2.45831859 -0.75867042 -2.8450724
  1.45429153 -0.01742848 -2.38988132  2.20686269  1.51165271 -0.61736658
  0.93876964 -1.51941349 -0.42466647  2.46759453 -0.02198676  0.68553801
  2.84449905  1.01529058  3.07427201  2.96443556  2.89125462 -2.81937307
  0.04144002 -0.31289618  1.44501866  2.77829862 -0.44794648 -2.3228898
  2.41922561 -3.09480623  0.71326756 -0.60446006 -1.89081085  2.66046674
 -1.84100791 -1.6839725  -2.51726127  2.14365744 -2.21665068  2.19566443
  2.24246405  1.71441955  2.34795121  2.87372159  1.63818802  1.69030478
 -1.93592928 -2.18266763  1.27711303]
Sun Nov 24 06:38:16 2024,1372,0.021650570499653035,[-2.98460503  2.30489657 -2.1904335  -0.16489649  0.57123306 -2.78221974
  3.14496917  2.10764483  1.00806579 -0.97323664  0.68261042  0.93292816
  1.32941812 -1.91880229  1.06331227  2.917848   -0.37703388 -0.35765727
 -1.92428078  0.89499549  1.79669178  2.72075986 -1.10013858 -0.353438
 -2.4630803  -2.18886783  3.14008203  2.45921779 -0.75777123 -2.8441732
  1.45339233 -0.01832767 -2.38898212  2.20776188  1.51255191 -0.61646739
  0.93787044 -1.5185143  -0.42376728  2.46669534 -0.02288595  0.6864372
  2.84359985  1.01439138  3.07337281  2.96533475  2.89215381 -2.82027227
  0.04054082 -0.31199698  1.44411946  2.77739943 -0.44884567 -2.32378899
  2.42012481 -3.09390704  0.71236836 -0.60535925 -1.89171004  2.66136593
 -1.84010871 -1.68487169 -2.51816046  2.14455663 -2.21575148  2.19656362
  2.24156485  1.71352036  2.34705201  2.87462078  1.63908721  1.68940558
 -1.93682848 -2.18356683  1.27801222]
Sun Nov 24 06:49:12 2024,1373,0.020963067185028043,[-2.98704266  2.30733419 -2.18799588 -0.16245887  0.57367069 -2.78465736
  3.1474068   2.11008245  1.00562816 -0.97079902  0.6801728   0.93049053
  1.3269805  -1.92123992  1.06087464  2.92028562 -0.3794715  -0.35521965
 -1.9267184   0.89255786  1.79425416  2.71832224 -1.09770096 -0.35100037
 -2.46551793 -2.19130546  3.14251966  2.45678016 -0.76020885 -2.84661083
  1.45095471 -0.0207653  -2.39141975  2.21019951  1.51011428 -0.61402976
  0.94030807 -1.51607667 -0.4262049   2.46425771 -0.02044833  0.68887483
  2.84116223  1.01195376  3.07093519  2.96289713  2.88971619 -2.82270989
  0.0381032  -0.31443461  1.44655709  2.7749618  -0.4512833  -2.32135136
  2.41768718 -3.09146941  0.70993073 -0.60292162 -1.88927241  2.65892831
 -1.83767109 -1.68730932 -2.52059809  2.14211901 -2.21818911  2.19900125
  2.24400248  1.71108273  2.34948964  2.87218316  1.64152484  1.69184321
 -1.93439085 -2.18600445  1.28044985]
Sun Nov 24 07:00:06 2024,1374,0.021642260321413025,[-2.9867117   2.30700323 -2.18832684 -0.16278983  0.57333973 -2.7843264
  3.14707584  2.11041341  1.0052972  -0.97046806  0.68050376  0.93015958
  1.32731145 -1.92090896  1.0612056   2.92061658 -0.37980246 -0.3555506
 -1.92704936  0.8922269   1.7939232   2.7186532  -1.09737    -0.35066941
 -2.46584889 -2.19163641  3.1421887   2.4564492  -0.75987789 -2.84627987
  1.45128567 -0.02043434 -2.39175071  2.21053047  1.50978332 -0.61436072
  0.93997711 -1.51574571 -0.42653586  2.46458867 -0.02011737  0.68920579
  2.84083127  1.0116228   3.07060423  2.96322809  2.89004715 -2.82237893
  0.03777224 -0.31476557  1.44688805  2.77463084 -0.45161426 -2.32102041
  2.41801814 -3.09113845  0.71026169 -0.60325258 -1.88960337  2.65859735
 -1.83734013 -1.68764028 -2.52092904  2.14244996 -2.21852007  2.19933221
  2.24367152  1.71075177  2.34915868  2.8718522   1.6418558   1.69151225
 -1.93472181 -2.18633541  1.28078081]
Sun Nov 24 07:11:00 2024,1375,0.02243482617689361,[-2.98551207  2.30820286 -2.18952646 -0.16398945  0.57453935 -2.78552603
  3.14827546  2.11161304  1.00649683 -0.97166769  0.68170338  0.9313592
  1.32851108 -1.92210859  1.06000597  2.92181621 -0.37860284 -0.35675023
 -1.92824899  0.89342653  1.79512283  2.71745357 -1.09856962 -0.34946979
 -2.46704851 -2.19283604  3.14338833  2.45764883 -0.76107752 -2.84508024
  1.45248529 -0.01923471 -2.39055108  2.21173009  1.51098295 -0.61556035
  0.93877749 -1.51454609 -0.42533624  2.46338904 -0.01891774  0.68800616
  2.84203089  1.01282243  3.0694046   2.96202846  2.88884752 -2.82117931
  0.03897186 -0.31596519  1.44808768  2.77583047 -0.45281388 -2.31982078
  2.41921777 -3.08993883  0.70906207 -0.60445221 -1.890803    2.65739772
 -1.83853975 -1.6888399  -2.52212867  2.14364959 -2.21732044  2.19813258
  2.24247189  1.70955215  2.34795906  2.87065257  1.64305542  1.69031263
 -1.93352219 -2.18513579  1.28198044]
Sun Nov 24 07:21:56 2024,1376,0.022240803809098597,[-2.9864953   2.30721963 -2.19050969 -0.16497268  0.57355613 -2.7845428
  3.14729224  2.11259626  1.0055136  -0.97068446  0.68268661  0.93037598
  1.32752786 -1.92112536  1.05902275  2.92279943 -0.37761961 -0.35576701
 -1.92923221  0.8924433   1.7941396   2.7184368  -1.09955285 -0.35045301
 -2.46606529 -2.19185282  3.14437155  2.45863206 -0.76206075 -2.84606347
  1.45150207 -0.01825149 -2.39153431  2.21271332  1.51196617 -0.61654357
  0.93976071 -1.51552931 -0.42631946  2.46240582 -0.01793451  0.68702294
  2.84104767  1.0118392   3.07038783  2.96301168  2.88983075 -2.82216253
  0.03798864 -0.31694842  1.44710445  2.77681369 -0.45379711 -2.320804
  2.42020099 -3.0889556   0.71004529 -0.60543543 -1.89178623  2.65838095
 -1.83952298 -1.68982313 -2.52114545  2.14463282 -2.21633721  2.19714936
  2.24148867  1.70856892  2.34894228  2.8716358   1.6420722   1.6893294
 -1.93450541 -2.18611901  1.28099721]
Sun Nov 24 07:32:52 2024,1377,0.022315524076928744,[-2.98672813  2.3069868  -2.19074252 -0.16520551  0.57378896 -2.78477564
  3.14705941  2.11236343  1.00528077 -0.97091729  0.68291944  0.93014314
  1.32729502 -1.92135819  1.05878992  2.9225666  -0.37738678 -0.35553417
 -1.92946504  0.89221047  1.79390677  2.71866963 -1.09932002 -0.35022018
 -2.46629812 -2.19208565  3.14460438  2.45839922 -0.76229358 -2.84583064
  1.45126924 -0.01848432 -2.39130148  2.21294615  1.51173334 -0.6167764
  0.93999354 -1.51576215 -0.42608663  2.46263865 -0.01816735  0.68725577
  2.84081484  1.01207203  3.07015499  2.96324452  2.89006358 -2.82239537
  0.03775581 -0.31671559  1.44733728  2.77658086 -0.45402994 -2.32057117
  2.41996816 -3.08918844  0.71027812 -0.6052026  -1.89155339  2.65861378
 -1.83929015 -1.68959029 -2.52091261  2.14439998 -2.21610438  2.19738219
  2.24125584  1.70833609  2.34870945  2.87186863  1.64230503  1.68909657
 -1.93427258 -2.18588618  1.28076438]
Sun Nov 24 07:43:48 2024,1378,0.021742906978368833,[-2.98671503  2.3069737  -2.19075562 -0.16521861  0.57377586 -2.78476254
  3.14704631  2.11237653  1.00526767 -0.97093039  0.68293254  0.93015624
  1.32730812 -1.92137129  1.05877682  2.9225535  -0.37739988 -0.35552107
 -1.92945194  0.89219737  1.79389367  2.71865653 -1.09933312 -0.35020708
 -2.46631122 -2.19207255  3.14459129  2.45838612 -0.76230668 -2.84584374
  1.45125614 -0.01849742 -2.39131458  2.21293305  1.51172024 -0.6167633
  0.94000664 -1.51577524 -0.42607353  2.46262555 -0.01815425  0.68724267
  2.84080174  1.01208513  3.0701419   2.96323142  2.89007668 -2.82240847
  0.03774271 -0.31672869  1.44735038  2.77656776 -0.45404304 -2.32058427
  2.41995506 -3.08917534  0.71026503 -0.6051895  -1.89156649  2.65862688
 -1.83927705 -1.68960339 -2.52089951  2.14441308 -2.21611748  2.19736909
  2.24124274  1.70834919  2.34872255  2.87188173  1.64231813  1.68908347
 -1.93425948 -2.18587308  1.28075128]
Sun Nov 24 07:54:54 2024,1379,0.022218756083432316,[-2.98748209  2.30774076 -2.19152268 -0.16598567  0.5730088  -2.78399548
  3.14627925  2.11314359  1.00450061 -0.97016333  0.6836996   0.92938919
  1.32807518 -1.92213835  1.05800976  2.92332056 -0.37663282 -0.35475402
 -1.92868489  0.89296443  1.79312661  2.71942359 -1.09856606 -0.35097414
 -2.46707828 -2.19130549  3.14535834  2.45761907 -0.76153962 -2.84661079
  1.45202319 -0.01926448 -2.39208163  2.21370011  1.51095319 -0.61753036
  0.9407737  -1.5165423  -0.42684059  2.46339261 -0.01892131  0.68647561
  2.8415688   1.01285219  3.06937484  2.96399848  2.88930962 -2.82164141
  0.03697565 -0.31596163  1.44811744  2.77733482 -0.4548101  -2.31981721
  2.42072212 -3.08840828  0.70949797 -0.60442244 -1.89079943  2.65939394
 -1.84004411 -1.69037045 -2.52166657  2.14518014 -2.21688454  2.19660203
  2.24047568  1.70758213  2.34948961  2.87264879  1.64308519  1.68831641
 -1.93349242 -2.18664014  1.28151834]
Sun Nov 24 08:05:49 2024,1380,0.021351429226405438,[-2.98486458  2.31035826 -2.18890517 -0.16860317  0.57562631 -2.78137797
  3.14889675  2.11052609  1.00188311 -0.96754583  0.6863171   0.92677168
  1.33069268 -1.91952085  1.06062726  2.92070306 -0.37925032 -0.35737152
 -1.93130239  0.89034693  1.79050911  2.72204109 -1.10118356 -0.35359164
 -2.46446077 -2.18868799  3.14797585  2.45500156 -0.75892212 -2.8492283
  1.44940569 -0.02188198 -2.38946413  2.21108261  1.50833568 -0.61491286
  0.9433912  -1.51915981 -0.42945809  2.4607751  -0.0163038   0.68909311
  2.8441863   1.01546969  3.06675733  2.96661598  2.88669212 -2.82425891
  0.03435814 -0.31857913  1.44549994  2.77471732 -0.4521926  -2.31719971
  2.41810462 -3.08579077  0.70688046 -0.60180494 -1.89341694  2.65677643
 -1.8374266  -1.69298796 -2.52428408  2.14779764 -2.21426704  2.19921954
  2.24309318  1.70496463  2.3468721   2.87526629  1.64570269  1.69093391
 -1.93610992 -2.18925764  1.27890083]
Sun Nov 24 08:16:44 2024,1381,0.022353545523833108,[-2.98457372  2.3100674  -2.18861431 -0.1683123   0.57591717 -2.78166884
  3.14918762  2.11023522  1.00159224 -0.96725496  0.68660797  0.92648081
  1.33040182 -1.91922998  1.06091813  2.92099393 -0.37895945 -0.35766239
 -1.93159326  0.89005606  1.79021824  2.72233196 -1.10089269 -0.35388251
 -2.46475164 -2.18839712  3.14768498  2.45471069 -0.75921298 -2.84951917
  1.44969656 -0.02159111 -2.389755    2.21137347  1.50804481 -0.61462199
  0.94368207 -1.51945067 -0.42916722  2.46106597 -0.01601293  0.68938398
  2.84389543  1.01517883  3.06646647  2.96632511  2.88640125 -2.82396804
  0.03406728 -0.31828826  1.4457908   2.77500819 -0.45190173 -2.31690884
  2.41781375 -3.08549991  0.70717133 -0.60151407 -1.89312607  2.6570673
 -1.83771747 -1.69327882 -2.52399321  2.14750678 -2.21397617  2.1995104
  2.24338405  1.7052555   2.34658123  2.87497542  1.64541182  1.69122478
 -1.93640079 -2.18954851  1.2791917 ]
Sun Nov 24 08:27:39 2024,1382,0.021680050027641347,[-2.9840581   2.30955178 -2.18809869 -0.16882792  0.57540156 -2.78115322
  3.148672    2.11075084  1.00107662 -0.96777058  0.68712359  0.92699643
  1.3298862  -1.91871436  1.06143375  2.92047831 -0.37947507 -0.35817801
 -1.93210888  0.89057168  1.78970262  2.72284758 -1.10140831 -0.35439813
