Time,Iteration,Cost,Parameters
Sun Aug 25 03:09:52 2024,120,0.1936912733819478,[-1.49954205  2.36897344 -1.88029679 -0.66814739  0.4245041  -2.80064801
  3.40549554  2.01407928  0.86272164 -1.53201782]
Sun Aug 25 03:11:14 2024,121,0.19435406441849976,[-1.49919802  2.36862942 -1.88064082 -0.66849142  0.42416007 -2.80030398
  3.40515151  2.01442331  0.86237762 -1.53167379]
Sun Aug 25 03:12:36 2024,122,0.19164296374266215,[-1.49893731  2.36836871 -1.88090152 -0.66823071  0.42442078 -2.80004327
  3.40541222  2.0141626   0.86263833 -1.5319345 ]
Sun Aug 25 03:13:59 2024,123,0.19690033381319358,[-1.49792692  2.36735832 -1.87989114 -0.66722032  0.42341039 -2.80105366
  3.40642261  2.01517299  0.86162794 -1.53092411]
Sun Aug 25 03:15:21 2024,124,0.19589654991724398,[-1.49754399  2.36697538 -1.8795082  -0.66683738  0.42379333 -2.80067072
  3.40680554  2.01479005  0.861245   -1.53054118]
Sun Aug 25 03:16:43 2024,125,0.18927313761911901,[-1.4978042   2.36723559 -1.87924799 -0.66657718  0.42353312 -2.80093093
  3.40654533  2.01452984  0.86150521 -1.53028097]
Sun Aug 25 03:18:05 2024,126,0.19756159390175465,[-1.49660901  2.36604041 -1.88044318 -0.66777236  0.42233794 -2.80212612
  3.40774052  2.01572503  0.86270039 -1.53147615]
Sun Aug 25 03:19:27 2024,127,0.19160361068462917,[-1.49642145  2.36622797 -1.88063074 -0.66795992  0.4225255  -2.80231368
  3.40792808  2.01591259  0.86288795 -1.53166371]
Sun Aug 25 03:20:49 2024,128,0.1923076937439254,[-1.49625264  2.36639677 -1.88079955 -0.66812873  0.42269431 -2.80214487
  3.40775927  2.0160814   0.86305676 -1.53183252]
Sun Aug 25 03:22:11 2024,129,0.19651430458321742,[-1.49577165  2.36591578 -1.88128054 -0.66860972  0.4231753  -2.80262586
  3.40824027  2.0156004   0.86257577 -1.53135153]
Sun Aug 25 03:23:34 2024,130,0.1929813292333943,[-1.49543254  2.36625489 -1.88161965 -0.66827061  0.42283619 -2.80228675
  3.40857938  2.01526129  0.86223666 -1.53169064]
Sun Aug 25 03:24:57 2024,131,0.1930597471738835,[-1.49486025  2.36682718 -1.88104737 -0.66884289  0.4222639  -2.80285903
  3.40915166  2.01583358  0.86166437 -1.53226293]
Sun Aug 25 03:26:19 2024,132,0.18571509391999322,[-1.4946634   2.36663032 -1.88124423 -0.66903975  0.42246076 -2.80266218
  3.4089548   2.01563672  0.86186123 -1.53206607]
Sun Aug 25 03:27:41 2024,133,0.19192181399912236,[-1.49340722  2.3678865  -1.8825004  -0.67029593  0.42120458 -2.80391835
  3.41021098  2.01438054  0.86060506 -1.53332224]
Sun Aug 25 03:29:04 2024,134,0.1947773225507158,[-1.49291922  2.3673985  -1.88201241 -0.67078392  0.42071659 -2.80440635
  3.40972299  2.01486853  0.86109305 -1.53381024]
Sun Aug 25 03:30:26 2024,135,0.19442959209401633,[-1.49219415  2.36667343 -1.88273748 -0.671509    0.42144166 -2.80368127
  3.40899791  2.01414346  0.86036798 -1.53453531]
Sun Aug 25 03:31:49 2024,136,0.19205237073266931,[-1.49176095  2.36710663 -1.88317068 -0.6710758   0.42100847 -2.80324808
  3.40943111  2.01457666  0.85993478 -1.53496851]
Sun Aug 25 03:33:11 2024,137,0.19938791200126457,[-1.49149402  2.36683969 -1.88343761 -0.67080887  0.42074153 -2.80351501
  3.40916418  2.01430972  0.86020171 -1.53470158]
Sun Aug 25 03:34:35 2024,138,0.1961687690818303,[-1.49111729  2.36721643 -1.88306088 -0.67043213  0.42111827 -2.80389174
  3.40954091  2.01468646  0.86057844 -1.53507831]
Sun Aug 25 03:35:58 2024,139,0.19081911956175024,[-1.49131255  2.36741169 -1.88286561 -0.6706274   0.42131353 -2.80369648
  3.40934565  2.01449119  0.86038318 -1.53488304]
Sun Aug 25 03:37:21 2024,140,0.1935698665367999,[-1.49087153  2.36785272 -1.88330664 -0.67018637  0.42087251 -2.8041375
  3.40978667  2.01405017  0.85994215 -1.53444202]
Sun Aug 25 03:38:44 2024,141,0.1882372969150887,[-1.49047429  2.36824995 -1.88290941 -0.66978914  0.42047527 -2.80453474
  3.41018391  2.0144474   0.86033939 -1.53404478]
Sun Aug 25 03:40:07 2024,142,0.19699304318320518,[-1.48993933  2.36771499 -1.88237444 -0.66925417  0.42101024 -2.8050697
  3.41071887  2.01391243  0.85980442 -1.53350982]
