Time,Iteration,Cost,Parameters
Sat Aug 24 05:57:43 2024,89,0.186766710600552,[-2.84143815  2.23340641 -2.11186788 -0.11560372  0.54597035]
Sat Aug 24 05:58:55 2024,90,0.1893005703662984,[-2.8404938   2.23435075 -2.11281222 -0.11465937  0.545026  ]
Sat Aug 24 06:00:08 2024,91,0.18685396552934222,[-2.8390295   2.23581505 -2.11427652 -0.11319508  0.5435617 ]
Sat Aug 24 06:01:20 2024,92,0.18488726056339394,[-2.83900435  2.23584021 -2.11430168 -0.11322023  0.54353655]
Sat Aug 24 06:02:32 2024,93,0.18517290352490143,[-2.83853172  2.23536758 -2.1147743  -0.11369286  0.54400917]
Sat Aug 24 06:03:45 2024,94,0.18731532639495094,[-2.83780891  2.23609039 -2.11405149 -0.11441567  0.54328636]
Sat Aug 24 06:04:57 2024,95,0.18308863003044376,[-2.83668654  2.23496803 -2.11517386 -0.11329331  0.54440873]
Sat Aug 24 06:06:09 2024,96,0.1823246881241169,[-2.83604392  2.23432541 -2.11581648 -0.11265068  0.54505135]
Sat Aug 24 06:07:20 2024,97,0.18607589500351085,[-2.83606643  2.2343029  -2.11583898 -0.11267319  0.54502884]
Sat Aug 24 06:08:32 2024,98,0.1880743533402761,[-2.83608522  2.23428411 -2.11585778 -0.11265439  0.54504764]
Sat Aug 24 06:09:44 2024,99,0.18681140574473107,[-2.83565867  2.23385756 -2.11628433 -0.11308094  0.54462109]
Sat Aug 24 06:10:56 2024,100,0.1822060136289604,[-2.83486517  2.23465106 -2.11549083 -0.11228744  0.54541459]
Sat Aug 24 06:12:08 2024,101,0.18755789537428624,[-2.83476056  2.23454644 -2.11559545 -0.11239206  0.54530997]
Sat Aug 24 06:13:20 2024,102,0.18646512037193796,[-2.83427967  2.23406555 -2.11607634 -0.11191118  0.54482908]
Sat Aug 24 06:14:32 2024,103,0.18567404589892347,[-2.83396445  2.23375034 -2.11576112 -0.11222639  0.54514429]
Sat Aug 24 06:15:43 2024,104,0.18977663561799138,[-2.83307843  2.23463636 -2.11664715 -0.11134036  0.54603032]
Sat Aug 24 06:16:55 2024,105,0.18796215469537303,[-2.83332832  2.23488625 -2.11689704 -0.11159026  0.54628021]
Sat Aug 24 06:18:07 2024,106,0.1876442582735786,[-2.83247785  2.23403578 -2.11774751 -0.11244073  0.54713068]
Sat Aug 24 06:19:19 2024,107,0.1857260287553579,[-2.83219912  2.23375705 -2.11802624 -0.11216199  0.54685195]
Sat Aug 24 06:20:31 2024,108,0.18414483550114152,[-2.83191717  2.234039   -2.11774429 -0.11188005  0.5471339 ]
Sat Aug 24 06:21:43 2024,109,0.18202891684013833,[-2.83158622  2.23370804 -2.11807525 -0.11154909  0.54680294]
Sat Aug 24 06:22:55 2024,110,0.18849493650147225,[-2.83160488  2.2337267  -2.11805659 -0.11156775  0.5468216 ]
Sat Aug 24 06:24:07 2024,111,0.18706803417507675,[-2.83129831  2.23403326 -2.11836315 -0.11187431  0.54712816]
Sat Aug 24 06:25:18 2024,112,0.18773948262802234,[-2.83053018  2.2348014  -2.11759502 -0.11264244  0.54636003]
Sat Aug 24 06:26:30 2024,113,0.18246487068603093,[-2.82929975  2.23603183 -2.11636458 -0.11387288  0.54759047]
Sat Aug 24 06:27:42 2024,114,0.192464243052633,[-2.82898703  2.23571912 -2.11605187 -0.11418559  0.54790318]
Sat Aug 24 06:28:54 2024,115,0.18910544195306342,[-2.82881007  2.23554215 -2.1158749  -0.11400863  0.54808015]
Sat Aug 24 06:30:06 2024,116,0.18533694682392773,[-2.82732533  2.23702689 -2.11439016 -0.11549337  0.54956489]
